esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (¡æ),min_temperature (¡æ),available_energy (kw),available_capacity (Ah)
1797414,2015/6/24 12:30,48.8,336.4,-22.5,3.747,3.722,36,34,22.05,66.28
2458241,2015/6/25 13:14,48.8,336.4,-22.5,3.747,3.723,36,34,22.07,66.35
8836643,2015/7/6 16:37,48.8,336.4,-22.5,3.747,3.723,36,34,22.08,66.39
4498101,2015/7/8 17:13,48.8,336.4,-22.5,3.747,3.723,36,34,22.1,66.43999
9043357,2015/7/13 15:37,48.8,336.4,-22.5,3.748,3.723,36,34,22.12,66.49
6920453,2015/7/15 12:26,48.8,336.6,-22.5,3.747,3.723,36,34,22.13,66.54
7063831,2015/7/16 12:21,48.8,336.6,-22.5,3.748,3.724,36,34,22.15,66.59
5142750,2015/7/17 12:16,48.8,336.6,-22.5,3.748,3.724,36,34,22.17,66.64
4248896,2015/7/20 12:54,48.8,336.6,-22.5,3.749,3.724,36,34,22.19,66.71
5029552,2015/7/21 12:05,49.2,336.6,-22.5,3.75,3.725,36,34,22.2,66.76
4151352,2015/7/22 12:21,49.2,336.6,-22.5,3.749,3.725,36,34,22.23,66.81
3643530,2015/7/24 12:13,49.2,336.6,-22.5,3.75,3.725,36,34,22.25,66.88
8043707,2015/7/28 16:27,49.2,336.8,-22.5,3.751,3.725,36,34,22.26,66.93
3487896,2015/7/29 12:18,49.2,336.8,-22.5,3.751,3.725,36,34,22.28,66.98
1148980,2015/7/29 17:52,49.2,336.8,-22.5,3.751,3.726,36,34,22.3,67.03
6799802,2015/7/30 12:19,49.2,336.9,-22.5,3.752,3.725,36,34,22.32,67.1
2500257,2015/7/31 12:49,49.2,336.9,-22.5,3.752,3.726,36,34,22.33,67.15
7771167,2015/8/3 12:09,49.2,336.9,-22.5,3.752,3.726,36,34,22.35,67.18999
9543932,2015/8/3 16:45,49.2,336.9,-22.5,3.753,3.727,36,34,22.37,67.24
9851741,2015/8/4 19:00,49.6,337.1,-22.5,3.752,3.727,36,34,22.38,67.29
4852971,2015/8/5 12:18,49.6,336.9,-22.5,3.753,3.727,36,34,22.41,67.36
6431779,2015/8/6 13:53,49.6,337.1,-22.5,3.753,3.727,36,34,22.42,67.41
7870286,2015/8/7 12:05,49.6,337.1,-22.5,3.754,3.728,36,34,22.44,67.46
3934620,2015/8/11 17:20,49.6,337.1,-22.5,3.755,3.728,36,34,22.46,67.51
6946940,2015/8/14 18:04,49.6,337.1,-22.5,3.755,3.728,36,34,22.48,67.58
2850132,2015/8/14 18:55,49.6,337.2,-22.5,3.756,3.729,36,34,22.49,67.63
1800956,2015/8/17 17:02,49.6,337.2,-22.5,3.756,3.728,36,34,22.51,67.68
5134843,2015/8/18 12:21,49.6,337.2,-22.5,3.755,3.729,36,34,22.53,67.72
1371649,2015/8/19 14:19,49.6,337.2,-22.5,3.756,3.729,36,34,22.55,67.79
2743739,2015/8/26 16:19,50,337.2,-22.5,3.756,3.729,36,34,22.56,67.82
9558899,2015/9/3 17:06,50,337.4,-22.5,3.757,3.73,36,34,22.59,67.9
4518580,2015/9/4 13:43,50,337.2,-22.5,3.757,3.729,36,34,22.6,67.95
5473938,2015/9/8 14:14,50,337.4,-22.5,3.758,3.729,36,34,22.62,68.01
8465242,2015/9/9 14:34,50,337.4,-22.5,3.758,3.73,36,34,22.64,68.06
5467486,2015/9/11 17:18,50,337.4,-22.5,3.758,3.731,36,34,22.66,68.11
3314093,2015/9/15 18:46,50,337.4,-22.5,3.759,3.731,36,34,22.67,68.16
2013313,2015/9/21 12:33,50,337.5,-22.5,3.759,3.731,36,34,22.69,68.21
3493741,2015/9/21 19:15,50,337.5,-22.5,3.759,3.732,36,34,22.71,68.28
2175508,2015/9/23 12:35,50,337.5,-22.5,3.76,3.732,36,34,22.73,68.33
9747169,2015/9/23 16:59,50.4,337.5,-22.5,3.76,3.733,36,34,22.74,68.38
3906854,2015/9/28 12:36,50.4,337.7,-22.5,3.76,3.733,36,34,22.76,68.43
3628825,2015/9/28 20:15,50.4,337.7,-22.5,3.761,3.733,36,34,22.77,68.48
6002878,2015/3/9 1:32,50.4,337.7,-22.5,3.761,3.733,36,34,22.8,68.54
3627380,2015/4/13 0:54,50.4,337.7,-22.5,3.761,3.733,36,34,22.82,68.59
2345110,2015/4/17 16:20,50.4,337.8,-22.5,3.762,3.733,36,34,22.84,68.66
8530317,2015/4/24 22:11,50.4,337.8,-22.5,3.762,3.734,36,34,22.85,68.71
2105829,2015/4/26 18:03,50.4,337.8,-22.5,3.763,3.733,36,34,22.87,68.76
3007055,2015/5/1 22:51,50.4,337.8,-22.5,3.763,3.735,36,34,22.89,68.81
5766631,2015/5/8 17:02,50.4,337.8,-22.5,3.764,3.734,36,34,22.91,68.87
7091950,2015/5/10 6:58,50.8,338,-22.5,3.764,3.735,36,34,22.92,68.92
9403374,2015/5/13 16:34,50.8,338,-22.5,3.764,3.735,36,34,22.94,68.97
3164433,2015/5/16 17:59,50.8,338,-22.5,3.765,3.735,36,34,22.96,69.02
5533528,2015/5/26 21:49,50.8,338,-22.5,3.765,3.736,36,34,22.97,69.07
9025610,2015/5/29 16:55,50.8,338,-22.5,3.766,3.735,36,34,23,69.14
8351543,2015/6/4 16:39,50.8,338.2,-22.5,3.766,3.737,36,34,23.02,69.18999
6373087,2015/6/6 5:42,50.8,338.2,-22.5,3.766,3.737,36,34,23.03,69.24
2237194,2015/6/9 0:29,50.8,338.2,-22.5,3.767,3.737,36,34,23.05,69.29
3241295,2015/6/11 16:05,50.8,338.2,-22.5,3.766,3.737,36,34,23.07,69.35
9443480,2015/7/5 3:47,50.8,338.2,-22.5,3.767,3.738,36,34,23.09,69.4
7014331,2015/7/5 21:12,51.2,338.3,-22.5,3.767,3.738,36,34,23.1,69.46
2985212,2015/7/7 16:49,51.2,338.3,-22.5,3.768,3.738,36,34,23.12,69.51
4519586,2015/7/10 16:46,51.2,338.3,-22.5,3.768,3.738,36,34,23.14,69.57
6746115,2015/7/11 4:42,51.2,338.5,-22.5,3.769,3.739,36,34,23.16,69.62
3945976,2015/7/14 11:56,51.2,338.5,-22.5,3.768,3.739,36,34,23.17,69.67
3384224,2015/7/16 17:25,51.2,338.5,-22.5,3.769,3.739,36,34,23.2,69.74
8987344,2015/7/20 19:00,51.2,338.5,-22.5,3.77,3.74,36,34,23.21,69.79
7280874,2015/7/21 13:37,51.2,338.6,-22.5,3.769,3.74,36,34,23.23,69.84
8920343,2015/7/27 4:31,51.2,338.6,-22.5,3.77,3.74,36,34,23.25,69.89
5658049,2015/7/29 18:08,51.2,338.6,-22.5,3.771,3.74,36,34,23.26,69.93999
8601621,2015/7/31 20:10,51.6,338.6,-22.5,3.771,3.741,36,34,23.28,69.99
3738844,2015/8/1 5:29,51.6,338.6,-22.5,3.772,3.741,36,34,23.3,70.05
5172247,2015/8/5 12:07,51.6,338.8,-22.5,3.771,3.742,36,34,23.32,70.1
6410992,2015/8/9 4:49,51.6,338.8,-22.5,3.772,3.742,36,34,23.33,70.15
3798253,2015/8/12 19:35,51.6,338.8,-22.5,3.773,3.743,36,34,23.35,70.2
4718933,2015/8/14 17:11,51.6,338.8,-22.5,3.773,3.742,36,34,23.38,70.27
5991072,2015/8/15 23:43,51.6,338.8,-22.5,3.774,3.743,36,34,23.39,70.32
1282283,2015/8/20 12:52,51.6,338.8,-22.5,3.774,3.743,36,34,23.4,70.37
5533488,2015/8/21 20:28,51.6,338.9,-22.5,3.774,3.744,36,34,23.42,70.42
2124425,2015/8/23 1:48,51.6,338.9,-22.5,3.774,3.743,36,34,23.44,70.47
9130727,2015/8/25 12:25,52,338.9,-22.5,3.775,3.744,36,34,23.46,70.53
6900922,2015/8/28 20:48,52,339.1,-22.5,3.776,3.744,36,34,23.48,70.58
8020746,2015/8/30 3:44,52,339.1,-22.5,3.775,3.745,36,34,23.49,70.63
5240328,2015/9/2 0:47,52,339.1,-22.5,3.776,3.745,36,34,23.51,70.68
2682332,2015/9/2 13:43,52,339.1,-22.5,3.776,3.745,36,34,23.53,70.73
9676846,2015/9/4 20:45,52,339.1,-22.5,3.776,3.746,36,34,23.55,70.8
2473111,2015/9/9 13:59,52,339.3,-22.5,3.777,3.747,36,34,23.56,70.85
1188651,2015/9/11 20:42,52,339.3,-22.5,3.777,3.747,36,34,23.58,70.9
7635846,2015/9/12 16:41,52,339.3,-22.5,3.778,3.747,36,34,23.61,70.96
7088986,2015/9/15 13:33,52,339.3,-22.5,3.778,3.747,36,34,23.62,71.01
3818216,2015/9/18 21:18,52,339.3,-22.5,3.779,3.747,36,34,23.63,71.07
7302059,2015/9/20 4:24,52.4,339.4,-22.5,3.78,3.749,36,34,23.66,71.12
4502998,2015/9/23 16:05,52.4,339.4,-22.5,3.779,3.749,36,34,23.67,71.17
1785859,2015/9/25 17:49,52.4,339.4,-22.5,3.78,3.749,36,34,23.69,71.22
4254473,2015/9/27 1:27,52.4,339.4,-22.5,3.78,3.749,36,34,23.71,71.28
4473237,2015/9/30 16:52,52.4,339.6,-22.5,3.781,3.751,36,34,23.73,71.33
4926737,2015/10/3 7:18,52.4,339.6,-22.5,3.781,3.75,36,34,23.74,71.38
5523637,2015/1/28 20:05,52.4,339.6,-22.5,3.781,3.751,36,34,23.76,71.43
3652619,2015/6/3 22:10,52.4,339.6,-22.5,3.782,3.751,36,34,23.78,71.48
7558702,2015/8/5 16:28,52.4,339.6,-22.5,3.782,3.751,36,34,23.8,71.55
6757331,2015/9/2 17:34,52.4,339.7,-22.5,3.782,3.751,36,34,23.81,71.6
7097415,2015/9/10 14:09,52.8,339.7,-22.5,3.782,3.752,36,34,23.83,71.65
5652471,2015/9/11 18:46,52.8,339.7,-22.5,3.783,3.752,36,34,23.85,71.7
8716731,2015/9/28 17:28,52.8,339.7,-22.5,3.784,3.753,36,34,23.87,71.76
3391396,2015/9/29 13:49,52.8,339.7,-22.5,3.783,3.754,36,34,23.89,71.81
3679640,2015/9/29 17:09,52.8,339.9,-22.5,3.784,3.753,36,34,23.9,71.86
4496022,2015/9/30 13:26,52.8,339.9,-22.5,3.784,3.753,36,34,23.92,71.91
9979636,2015/10/1 16:14,52.8,339.9,-22.5,3.784,3.754,36,34,23.94,71.96
7654906,2015/10/1 16:53,52.8,339.9,-22.5,3.785,3.754,36,34,23.96,72.03
4563263,2015/1/27 17:06,52.8,339.9,-22.5,3.785,3.754,36,34,23.97,72.08
6423366,2015/1/29 16:47,52.8,339.9,-22.5,3.785,3.755,36,34,23.99,72.13
4309791,2015/2/12 12:41,53.2,339.9,-22.5,3.785,3.756,36,34,24.02,72.2
2953411,2015/2/16 20:52,53.2,340,-22.5,3.786,3.757,36,34,24.03,72.24
7377023,2015/2/17 18:16,53.2,340,-22.5,3.786,3.756,36,34,24.04,72.29
7575781,2015/3/4 19:33,53.2,340,-22.5,3.787,3.757,37,34,24.07,72.34
5990347,2015/3/9 11:48,53.2,340.2,-22.5,3.787,3.757,36,34,24.08,72.39
8423405,2015/3/10 16:08,53.2,340,-22.5,3.787,3.758,36,34,24.09,72.45
8629284,2015/3/13 17:00,53.2,340.2,-22.5,3.787,3.758,37,34,24.12,72.51
5091921,2015/4/2 15:48,53.2,340.2,-22.5,3.788,3.758,36,34,24.14,72.56
1370205,2015/4/17 15:37,53.2,340.3,-22.5,3.788,3.758,37,34,24.15,72.61
4324972,2015/5/11 15:30,53.2,340.2,-22.5,3.788,3.759,37,34,24.17,72.66
8494503,2015/5/21 15:52,53.6,340.3,-22.5,3.788,3.76,37,34,24.19,72.73
2988470,2015/5/27 17:00,53.6,340.3,-22.5,3.789,3.76,37,34,24.21,72.78
6167497,2015/6/12 15:40,53.6,340.3,-22.5,3.789,3.76,37,34,24.22,72.83
9144008,2015/7/20 18:26,53.6,340.3,-22.5,3.79,3.76,37,34,24.24,72.88
1259418,2015/7/24 15:49,53.6,340.3,-22.5,3.791,3.762,37,34,24.26,72.93
5650127,2015/8/27 15:52,53.6,340.3,-22.5,3.791,3.762,37,34,24.27,72.98
4452828,2015/9/23 18:39,53.6,340.5,-22.5,3.79,3.762,37,34,24.3,73.04
5961736,2015/2/13 18:22,53.6,340.5,-22.5,3.791,3.762,37,34,24.31,73.09
5462506,2015/2/18 18:28,53.6,340.5,-22.5,3.791,3.762,37,34,24.33,73.14
2839306,2015/2/23 14:45,53.6,340.5,-22.5,3.792,3.762,37,34,24.35,73.18999
5229883,2015/2/24 19:48,54,340.5,-22.5,3.791,3.763,37,34,24.36,73.24
8441796,2015/3/3 18:43,54,340.7,-22.5,3.792,3.764,37,34,24.38,73.29
1667840,2015/3/4 14:48,54,340.7,-22.5,3.793,3.764,37,34,24.4,73.36
9241199,2015/3/6 19:46,54,340.7,-22.5,3.793,3.764,37,34,24.42,73.41
1176746,2015/3/9 12:43,54,340.7,-22.5,3.794,3.765,37,34,24.43,73.46
5598631,2015/3/10 12:17,54,340.8,-22.5,3.794,3.766,37,34,24.45,73.51
3789801,2015/3/11 17:25,54,340.8,-22.5,3.793,3.766,37,34,24.48,73.57
9604154,2015/3/13 17:36,54,340.8,-22.5,3.794,3.766,37,34,24.49,73.62
8055607,2015/3/16 17:54,54,340.8,-22.5,3.795,3.767,37,34,24.5,73.67
6401143,2015/3/17 17:36,54,340.8,-22.5,3.795,3.767,37,34,24.53,73.72
4994078,2015/3/18 19:57,54,340.8,-22.5,3.795,3.767,37,34,24.54,73.77
9893223,2015/3/19 17:22,54.4,341,-22.5,3.795,3.767,37,34,24.55,73.83
7373911,2015/3/20 13:50,54.4,341,-22.5,3.795,3.767,37,34,24.58,73.89
4192050,2015/3/23 17:38,54.4,341,-22.5,3.797,3.768,37,34,24.6,73.93999
2738120,2015/3/24 18:55,54.4,341,-22.5,3.797,3.769,37,34,24.61,73.99
6453245,2015/3/25 13:31,54.4,341.1,-22.5,3.797,3.768,37,34,24.63,74.06
3527730,2015/3/26 15:12,54.4,341.1,-22.5,3.796,3.769,37,34,24.65,74.11
2259811,2015/3/27 14:26,54.4,341,-22.5,3.798,3.769,37,34,24.67,74.16
6101489,2015/3/30 18:39,54.4,341.1,-22.5,3.798,3.77,37,34,24.68,74.21
4707040,2015/3/31 15:05,54.4,341.1,-22.5,3.798,3.77,37,34,24.7,74.26
4618400,2015/4/1 17:24,54.4,341.1,-22.5,3.798,3.771,37,34,24.71,74.31
9468478,2015/4/2 17:18,54.8,341.1,-22.5,3.799,3.77,37,34,24.73,74.36
7041650,2015/4/6 18:29,54.8,341.1,-22.5,3.799,3.771,37,34,24.75,74.41
1937148,2015/4/8 17:08,54.8,341.3,-22.5,3.799,3.771,37,34,24.77,74.47
3773618,2015/4/10 18:20,54.8,341.1,-22.5,3.799,3.772,37,34,24.78,74.52
1525152,2015/4/13 13:11,54.8,341.3,-22.5,3.8,3.772,37,34,24.81,74.57
8342268,2015/4/14 17:49,54.8,341.3,-22.5,3.801,3.773,37,34,24.83,74.64
1702308,2015/4/15 19:04,54.8,341.3,-22.5,3.801,3.773,37,34,24.84,74.68999
8119987,2015/4/16 14:02,54.8,341.3,-22.5,3.801,3.774,37,34,24.86,74.74
3338989,2015/4/17 14:13,54.8,341.4,-22.5,3.801,3.774,37,34,24.88,74.79
5018261,2015/4/20 14:45,54.8,341.4,-22.5,3.802,3.774,37,34,24.89,74.84
8707001,2015/4/21 18:13,55.2,341.4,-22.5,3.802,3.774,37,34,24.91,74.89
9015332,2015/4/22 18:33,55.2,341.4,-22.5,3.802,3.775,37,34,24.93,74.93999
3828686,2015/4/23 14:03,55.2,341.6,-22.5,3.802,3.775,37,34,24.94,74.99
3486658,2015/4/24 14:04,55.2,341.4,-22.5,3.804,3.775,37,34,24.96,75.05
1560394,2015/4/27 12:50,55.2,341.6,-22.5,3.803,3.775,37,34,24.98,75.1
9260427,2015/4/29 14:02,55.2,341.6,-22.5,3.804,3.776,37,34,25,75.15
3388567,2015/4/30 14:00,55.2,341.6,-22.5,3.804,3.776,37,34,25.01,75.21
7147543,2015/5/1 18:14,55.2,341.6,-22.5,3.804,3.777,37,34,25.04,75.27
6547779,2015/5/4 17:30,55.2,341.8,-22.5,3.805,3.776,37,34,25.05,75.32
4732543,2015/5/5 13:50,55.2,341.8,-22.5,3.805,3.778,37,34,25.07,75.37
2476938,2015/5/6 17:46,55.2,341.8,-22.5,3.805,3.777,37,34,25.09,75.42
3049748,2015/5/8 18:06,55.6,341.8,-22.5,3.805,3.779,37,34,25.1,75.47
8882531,2015/5/11 16:52,55.6,341.8,-22.5,3.806,3.779,37,34,25.12,75.52
7169642,2015/5/12 12:39,55.6,341.8,-22.5,3.806,3.778,37,34,25.14,75.57
1882785,2015/5/13 18:54,55.6,341.8,-22.5,3.806,3.779,37,34,25.15,75.62
1522034,2015/5/14 13:55,55.6,341.9,-22.5,3.807,3.78,37,34,25.17,75.68999
5592430,2015/5/15 19:53,55.6,341.9,-22.5,3.807,3.781,37,34,25.19,75.74
9647623,2015/5/19 19:28,55.6,342.1,-22.5,3.807,3.781,37,34,25.21,75.79
4722553,2015/5/20 14:38,55.6,342.1,-22.5,3.807,3.781,37,34,25.22,75.84
5335618,2015/5/21 18:41,55.6,342.1,-22.5,3.808,3.781,37,34,25.24,75.89
1931708,2015/5/26 21:08,55.6,342.1,-22.5,3.808,3.781,37,34,25.27,75.95
8093393,2015/5/29 17:53,56,342.1,-22.5,3.809,3.781,37,34,25.28,76
1771257,2015/6/1 13:08,56,342.1,-22.5,3.808,3.781,37,34,25.29,76.04
8835732,2015/6/2 13:15,56,342.1,-22.5,3.809,3.782,37,34,25.32,76.1
8722416,2015/6/3 15:01,56,342.2,-22.5,3.809,3.783,37,34,25.33,76.15
9823595,2015/6/5 13:25,56,342.2,-22.5,3.81,3.783,37,34,25.35,76.2
9500005,2015/6/8 18:47,56,342.2,-22.5,3.81,3.783,37,34,25.36,76.25
9546064,2015/6/15 14:45,56,342.2,-22.5,3.81,3.783,37,34,25.39,76.32
3652743,2015/6/17 18:50,56,342.2,-22.5,3.81,3.784,37,34,25.4,76.37
7674161,2015/6/19 18:13,56,342.2,-22.5,3.811,3.784,37,34,25.42,76.42
4807955,2015/6/22 15:32,56,342.4,-22.5,3.811,3.784,37,34,25.43,76.47
5801353,2015/6/23 14:21,56.4,342.4,-22.5,3.812,3.785,37,34,25.45,76.52
3608695,2015/6/24 18:19,56.4,342.4,-22.5,3.812,3.785,37,34,25.47,76.57
2422173,2015/6/25 20:06,56.4,342.4,-22.5,3.812,3.785,37,34,25.48,76.62
8563849,2015/6/26 18:45,56.4,342.4,-22.5,3.812,3.786,37,34,25.5,76.67
8906924,2015/6/29 13:22,56.4,342.5,-22.5,3.813,3.786,37,34,25.52,76.72
9837972,2015/6/30 19:13,56.4,342.5,-22.5,3.813,3.787,37,34,25.53,76.75999
4260658,2015/7/1 13:20,56.4,342.5,-22.5,3.814,3.787,37,34,25.55,76.82
2902581,2015/7/7 14:27,56.4,342.5,-22.5,3.814,3.787,37,34,25.58,76.89
8196613,2015/7/8 13:45,56.4,342.7,-22.5,3.815,3.788,37,34,25.59,76.93999
4900387,2015/7/10 19:15,56.4,342.7,-22.5,3.814,3.787,37,34,25.6,76.99
7890093,2015/7/13 18:54,56.4,342.7,-22.5,3.816,3.788,37,34,25.63,77.03
7498622,2015/7/14 18:04,56.8,342.7,-22.5,3.815,3.788,37,35,25.64,77.08
7737051,2015/7/15 19:44,56.8,342.7,-22.5,3.816,3.788,37,34,25.66,77.15
7906023,2015/7/16 20:37,56.8,342.7,-22.5,3.816,3.789,37,35,25.68,77.2
7167026,2015/7/17 18:45,56.8,342.8,-22.5,3.816,3.789,37,35,25.7,77.25
6606545,2015/7/24 13:09,56.8,342.7,-22.5,3.816,3.789,37,34,25.7,77.28
3827046,2015/7/27 20:24,56.8,342.8,-22.5,3.817,3.79,37,35,25.73,77.35
2681193,2015/7/29 13:19,56.8,342.8,-22.5,3.817,3.79,37,35,25.75,77.4
7664535,2015/7/30 16:08,56.8,343,-22.5,3.818,3.79,37,35,25.76,77.45
9564438,2015/8/3 13:14,56.8,342.8,-22.5,3.818,3.791,37,35,25.78,77.5
6416495,2015/8/4 13:13,56.8,343,-22.5,3.819,3.791,37,35,25.79,77.55
8480427,2015/8/5 13:25,57.2,343,-22.5,3.819,3.791,37,35,25.81,77.6
6260147,2015/8/6 18:53,57.2,343,-22.5,3.819,3.792,37,34,25.83,77.65
9538898,2015/8/7 13:34,57.2,343,-22.5,3.819,3.792,37,35,25.85,77.71
2721339,2015/8/10 12:51,57.2,343,-22.5,3.82,3.792,37,35,25.86,77.75999
3387884,2015/8/11 13:08,57.2,343,-22.5,3.82,3.792,37,35,25.88,77.81
2372033,2015/8/12 18:05,57.2,343.2,-22.5,3.82,3.793,37,35,25.9,77.86
3004619,2015/8/13 17:23,57.2,343.2,-22.5,3.82,3.793,37,35,25.91,77.91
7999768,2015/8/14 18:23,57.2,343.2,-22.5,3.821,3.794,37,35,25.93,77.97
6823776,2015/8/17 19:08,57.2,343.2,-22.5,3.822,3.794,37,35,25.95,78.02
3040466,2015/8/18 18:47,57.2,343.3,-22.5,3.822,3.794,37,35,25.96,78.07
8286505,2015/8/19 17:24,57.2,343.3,-22.5,3.822,3.794,37,35,25.99,78.12
1475991,2015/8/20 17:23,57.6,343.3,-22.5,3.822,3.794,37,35,26,78.17
9671426,2015/8/24 12:59,57.6,343.3,-22.5,3.823,3.795,37,35,26.01,78.22
1854047,2015/8/25 17:24,57.6,343.3,-22.5,3.823,3.796,37,35,26.04,78.28
5002136,2015/8/26 15:58,57.6,343.5,-22.5,3.823,3.796,37,35,26.06,78.33
5871364,2015/8/27 16:51,57.6,343.5,-22.5,3.823,3.797,37,35,26.07,78.38
3850578,2015/9/2 13:21,57.6,343.5,-22.5,3.823,3.797,37,35,26.09,78.43
4830155,2015/9/3 13:33,57.6,343.5,-22.5,3.824,3.798,37,35,26.11,78.48
1977323,2015/9/3 17:30,57.6,343.5,-22.5,3.824,3.797,37,35,26.12,78.53
7417804,2015/9/4 13:36,57.6,343.5,-22.5,3.825,3.797,37,35,26.14,78.58
8814597,2015/9/8 18:36,57.6,343.6,-22.5,3.825,3.798,37,35,26.15,78.63
4369384,2015/9/14 13:15,57.6,343.6,-22.5,3.826,3.798,37,35,26.17,78.68
8343957,2015/9/17 17:07,58,343.6,-22.5,3.826,3.799,37,35,26.19,78.73
8360802,2015/9/18 17:33,58,343.6,-22.5,3.826,3.799,37,35,26.2,78.78
8817335,2015/9/21 16:51,58,343.8,-22.5,3.827,3.799,37,35,26.22,78.83
7044425,2015/9/22 19:34,58,343.6,-22.5,3.827,3.8,37,35,26.24,78.88
5320147,2015/9/23 13:14,58,343.8,-22.5,3.827,3.8,37,35,26.25,78.93
2586169,2015/9/24 13:59,58,343.8,-22.5,3.828,3.8,37,35,26.27,78.98
9636248,2015/9/25 17:50,58,343.9,-22.5,3.828,3.8,37,35,26.29,79.04
4309323,2015/9/28 18:09,58,343.9,-22.5,3.828,3.8,37,35,26.31,79.09
2545770,2015/9/30 16:56,58,343.9,-22.5,3.829,3.802,37,35,26.32,79.13
8187948,2015/10/1 16:43,58,343.9,-22.5,3.83,3.801,37,35,26.34,79.18999
2881139,2015/2/12 14:27,58.4,343.9,-22.5,3.83,3.802,37,35,26.36,79.24
1127982,2015/2/26 19:11,58.4,343.9,-22.5,3.83,3.802,37,35,26.37,79.29
8636708,2015/3/3 14:17,58.4,343.9,-22.5,3.83,3.802,37,35,26.39,79.35
4531024,2015/3/5 15:29,58.4,343.9,-22.5,3.831,3.803,37,35,26.41,79.4
9045803,2015/3/10 18:15,58.4,344.1,-22.5,3.83,3.803,37,35,26.42,79.45
8027734,2015/3/12 15:14,58.4,344.1,-22.5,3.831,3.803,37,35,26.45,79.5
2135455,2015/3/16 17:56,58.4,344.1,-22.5,3.831,3.803,37,35,26.46,79.55
2741644,2015/3/17 17:03,58.4,344.3,-22.5,3.832,3.804,37,35,26.47,79.6
7756218,2015/3/19 17:36,58.4,344.3,-22.5,3.832,3.804,37,35,26.49,79.65
5405093,2015/3/24 13:29,58.4,344.3,-22.5,3.832,3.805,37,35,26.51,79.68999
6720566,2015/3/26 15:24,58.4,344.3,-22.5,3.833,3.805,37,35,26.53,79.75999
7652184,2015/3/30 15:23,58.8,344.3,-22.5,3.833,3.805,37,35,26.55,79.81
8017375,2015/3/31 12:20,58.8,344.3,-22.5,3.834,3.806,37,35,26.56,79.86
2451756,2015/4/2 12:33,58.8,344.4,-22.5,3.834,3.806,37,35,26.58,79.91
4009354,2015/4/6 16:48,58.8,344.4,-22.5,3.834,3.807,37,35,26.6,79.96
1244138,2015/4/8 12:21,58.8,344.4,-22.5,3.834,3.806,37,35,26.61,80.00999
7552641,2015/4/8 16:54,58.8,344.4,-22.5,3.835,3.808,37,35,26.63,80.06
8486519,2015/4/9 17:21,58.8,344.4,-22.5,3.835,3.808,37,35,26.65,80.11
4261741,2015/4/13 15:15,58.8,344.6,-22.5,3.835,3.808,37,35,26.66,80.16
4865891,2015/4/16 16:26,58.8,344.6,-22.5,3.837,3.808,37,35,26.68,80.21
5236625,2015/4/20 17:16,58.8,344.6,-22.5,3.836,3.809,37,35,26.7,80.25999
7008534,2015/4/21 17:28,58.8,344.6,-22.5,3.837,3.809,37,35,26.72,80.32
3195409,2015/4/23 13:12,59.2,344.6,-22.5,3.837,3.809,37,35,26.73,80.36
9039394,2015/4/28 12:32,59.2,344.7,-22.5,3.837,3.809,37,35,26.75,80.41
1061971,2015/4/30 16:11,59.2,344.7,-22.5,3.838,3.809,37,35,26.76,80.46
8374888,2015/5/4 16:18,59.2,344.7,-22.5,3.838,3.811,37,35,26.78,80.50999
2899724,2015/5/7 18:15,59.2,344.9,-22.5,3.838,3.81,37,35,26.8,80.57
8237414,2015/5/11 15:45,59.2,344.7,-22.5,3.838,3.811,37,35,26.82,80.62
6104577,2015/5/12 17:50,59.2,344.9,-22.5,3.839,3.812,37,35,26.83,80.67
4652369,2015/5/14 16:12,59.2,344.9,-22.5,3.839,3.812,37,35,26.85,80.73
4171512,2015/5/18 16:55,59.2,344.9,-22.5,3.839,3.812,37,35,26.87,80.78
7594385,2015/5/19 16:26,59.2,344.9,-22.5,3.84,3.812,37,35,26.88,80.83
2084052,2015/5/26 17:06,59.6,345,-22.5,3.84,3.812,37,35,26.9,80.88
5785900,2015/5/28 12:57,59.6,345,-22.5,3.841,3.813,37,35,26.92,80.93
1248028,2015/6/4 12:26,59.6,345,-22.5,3.842,3.813,37,35,26.93,80.98
5776993,2015/6/8 16:53,59.6,345,-22.5,3.841,3.814,37,35,26.95,81.02
1662146,2015/6/9 12:32,59.6,345.2,-22.5,3.841,3.813,37,35,26.97,81.07
2289759,2015/6/10 16:25,59.6,345.2,-22.5,3.842,3.815,37,35,26.98,81.12
3599020,2015/6/15 17:04,59.6,345.2,-22.5,3.842,3.815,37,35,27,81.17
6557477,2015/6/16 13:32,59.6,345.2,-22.5,3.843,3.815,37,35,27.02,81.22
9170913,2015/6/18 13:20,59.6,345.2,-22.5,3.843,3.816,37,35,27.03,81.27
8906365,2015/6/22 17:12,59.6,345.2,-22.5,3.843,3.816,37,35,27.05,81.32
7738282,2015/6/23 12:44,59.6,345.3,-22.5,3.845,3.816,37,35,27.06,81.37
8196621,2015/7/13 16:41,60,345.3,-22.5,3.845,3.817,37,35,27.08,81.42
8934200,2015/7/14 12:38,60,345.3,-22.5,3.845,3.817,37,35,27.11,81.49
2594233,2015/7/16 16:17,60,345.3,-22.5,3.845,3.817,37,35,27.12,81.54
3659295,2015/7/20 16:40,60,345.3,-22.5,3.845,3.817,37,35,27.14,81.57
9719233,2015/7/21 18:58,60,345.5,-22.5,3.845,3.818,37,35,27.16,81.64
