esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah),source
200069744,2.02E+13,59.33,347.2,-22.5,3.864,3.837,32,37,28.1,84.48,synth
200069745,2.02E+13,38.13,331.7,-22.5,3.693,3.679,34,35,17.52,52.67,synth
200069746,2.02E+13,23.58,328,-22.5,3.653,3.641,28,33,11.49,34.53,synth
200069747,2.02E+13,15.38,326.7,-22.5,3.639,3.623,36,27,9.24,27.79,synth
200069748,2.02E+13,59.20,346.4,-22.5,3.856,3.829,30,30,27.7,83.27,synth
200069749,2.02E+13,68.25,343.9,-22.5,3.83,3.802,39,32,26.36,79.24,synth
200069750,2.02E+13,69.11,349.6,-22.5,3.89,3.861,40,34,29.33,88.18999,synth
200069751,2.02E+13,36.52,330.5,-22.5,3.68,3.667,38,31,15.8,47.51,synth
200069752,2.02E+13,71.65,346.8,-22.5,3.859,3.832,36,34,27.83,83.66,synth
200069753,2.02E+13,22.58,327.1,-22.5,3.643,3.629,38,36,9.809999,29.48,synth
200069754,2.02E+13,58.03,345.2,-22.5,3.843,3.816,31,37,27.05,81.32,synth
200069755,2.02E+13,25.55,327.4,-22.5,3.645,3.632,27,28,10.23,30.76,synth
200069756,2.02E+13,37.13,333.2,-22.5,3.708,3.692,31,32,19.16,57.6,synth
200069757,2.02E+13,28.04,327.7,-22.5,3.65,3.637,35,35,10.93,32.89,synth
200069758,2.02E+13,44.21,340,-22.5,3.786,3.756,32,28,24.04,72.29,synth
200069759,2.02E+13,78.99,349.6,-22.5,3.891,3.864,34,41,29.38,88.34,synth
200069760,2.02E+13,48.41,331.9,-22.5,3.694,3.68,32,38,17.74,53.33,synth
200069761,2.02E+13,59.88,354.9,-22.5,3.95,3.921,41,40,32.19,96.75999,synth
200069762,2.02E+13,39.29,339.1,-22.5,3.776,3.746,36,38,23.55,70.8,synth
200069763,2.02E+13,31.84,330.8,-22.5,3.684,3.671,35,36,16.32,49.06,synth
200069764,2.02E+13,30.88,328.3,-22.5,3.656,3.644,35,31,11.95,35.93,synth
200069765,2.02E+13,72.44,357.5,-22.5,3.98,3.951,36,35,33.61,101.05,synth
200069766,2.02E+13,20.65,328.3,-22.5,3.657,3.644,35,26,12.11,36.39,synth
200069767,2.02E+13,20.68,328,-22.5,3.652,3.639,33,34,11.27,33.91,synth
200069768,2.02E+13,45.64,336,-22.5,3.741,3.718,32,37,21.71,65.26,synth
200069769,2.02E+13,77.20,352.1,-22.5,3.919,3.89,31,34,30.73,92.38,synth
200069770,2.02E+13,26.60,327.8,-22.5,3.651,3.638,38,34,11.17,33.6,synth
200069771,2.02E+13,28.42,327.5,-22.5,3.647,3.635,32,33,10.58,31.79,synth
200069772,2.02E+13,20.68,326.7,-22.5,3.638,3.621,34,25,9.12,27.42,synth
200069773,2.02E+13,36.61,334.7,-22.5,3.726,3.706,28,35,20.7,62.22,synth
200069774,2.02E+13,53.44,346.4,-22.5,3.855,3.828,42,39,27.64,83.1,synth
200069775,2.02E+13,23.12,327.7,-22.5,3.65,3.637,31,25,10.93,32.89,synth
200069776,2.02E+13,26.05,328.2,-22.5,3.654,3.641,39,30,11.62,34.95,synth
200069777,2.02E+13,46.51,336,-22.5,3.741,3.718,35,30,21.71,65.26,synth
200069778,2.02E+13,78.00,353,-22.5,3.929,3.901,38,32,31.2,93.81,synth
200069779,2.02E+13,32.10,329.7,-22.5,3.672,3.66,34,34,14.66,44.08,synth
200069780,2.02E+13,37.50,329.4,-22.5,3.668,3.655,31,36,14.04,42.21,synth
200069781,2.02E+13,22.48,328.2,-22.5,3.654,3.641,32,28,11.59,34.85,synth
200069782,2.02E+13,40.75,335.8,-22.5,3.74,3.718,42,35,21.72,65.32,synth
200069783,2.02E+13,39.14,330.5,-22.5,3.679,3.666,29,35,15.72,47.27,synth
200069784,2.02E+13,17.96,326.9,-22.5,3.64,3.627,31,25,9.599999,28.87,synth
200069785,2.02E+13,34.64,332.4,-22.5,3.7,3.685,34,29,18.34,55.13,synth
200069786,2.02E+13,38.80,337.2,-22.5,3.755,3.729,36,35,22.53,67.72,synth
200069787,2.02E+13,50.51,334.1,-22.5,3.719,3.7,31,33,20.11,60.46,synth
200069788,2.02E+13,30.37,329.6,-22.5,3.669,3.656,32,26,14.24,42.83,synth
200069789,2.02E+13,63.95,346.8,-22.5,3.859,3.832,30,36,27.83,83.66,synth
200069790,2.02E+13,15.88,327.7,-73.70001,3.662,3.628,37,28,9.07,27.27,synth
200069791,2.02E+13,79.06,357.5,-22.5,3.979,3.949,37,38,33.54,100.84,synth
200069792,2.02E+13,55.29,338.2,-22.5,3.766,3.737,42,33,23.03,69.24,synth
200069793,2.02E+13,50.24,334.1,-22.5,3.719,3.701,33,28,20.16,60.61,synth
200069794,2.02E+13,20.34,326.7,-22.5,3.639,3.624,38,31,9.3,27.98,synth
200069795,2.02E+13,50.68,347.5,-22.5,3.868,3.841,29,41,28.25,84.93,synth
200069796,2.02E+13,17.83,325.5,-22.5,3.625,3.607,29,26,8.03,24.15,synth
200069797,2.02E+13,39.41,329.7,-22.5,3.671,3.657,31,36,14.47,43.51,synth
200069798,2.02E+13,19.60,324.9,-22.5,3.619,3.601,26,30,7.68,23.08,synth
200069799,2.02E+13,66.25,352.5,-22.5,3.924,3.896,31,37,30.94,93.04,synth
200069800,2.02E+13,79.95,356.4,-22.5,3.967,3.937,39,41,33,99.2,synth
200069801,2.02E+13,24.47,326.6,-22.5,3.637,3.621,36,34,9.07,27.27,synth
200069802,2.02E+13,57.21,337.2,-22.5,3.757,3.729,32,39,22.6,67.95,synth
200069803,2.02E+13,73.58,356.1,-22.5,3.963,3.935,36,33,32.83,98.71,synth
200069804,2.02E+13,54.30,345.7,-22.5,3.847,3.82,33,40,27.24,81.89,synth
200069805,2.02E+13,83.25,354.9,-22.5,3.95,3.921,37,28,32.19,96.75999,synth
200069806,2.02E+13,24.64,326.9,-22.5,3.639,3.625,30,27,9.4,28.25,synth
200069807,2.02E+13,54.61,338.5,-22.5,3.77,3.74,41,36,23.21,69.79,synth
200069808,2.02E+13,20.45,327.1,-22.5,3.642,3.629,36,36,9.76,29.36,synth
200069809,2.02E+13,47.33,332.7,-22.5,3.705,3.689,32,38,18.82,56.58,synth
200069810,2.02E+13,66.13,348.9,-22.5,3.885,3.856,35,33,29.06,87.37,synth
200069811,2.02E+13,66.86,358,-22.5,3.984,3.956,37,41,33.81,101.65,synth
200069812,2.02E+13,21.86,326.6,-22.5,3.637,3.621,29,29,9.07,27.27,synth
200069813,2.02E+13,37.54,334.7,-22.5,3.726,3.707,31,36,20.74,62.34,synth
200069814,2.02E+13,24.88,327.5,-22.5,3.647,3.634,31,28,10.43,31.38,synth
200069815,2.02E+13,70.05,358.5,-22.5,3.988,3.959,34,28,33.98,102.17,synth
200069816,2.02E+13,52.14,337.4,-22.5,3.758,3.729,32,36,22.62,68.01,synth
200069817,2.02E+13,26.87,327.7,-22.5,3.649,3.637,39,25,10.96,32.94,synth
200069818,2.02E+13,17.84,327.1,-22.5,3.642,3.628,32,34,9.73,29.26,synth
200069819,2.02E+13,67.43,344.4,-22.5,3.835,3.808,30,39,26.65,80.11,synth
200069820,2.02E+13,56.14,349.4,-22.5,3.889,3.86,42,36,29.27,87.98,synth
200069821,2.02E+13,54.66,337.5,-22.5,3.76,3.732,38,40,22.73,68.33,synth
200069822,2.02E+13,48.19,331.9,-22.5,3.697,3.681,35,31,17.86,53.68,synth
200069823,2.02E+13,45.85,336.8,-22.5,3.751,3.725,31,37,22.26,66.93,synth
200069824,2.02E+13,79.22,353.2,-22.5,3.931,3.902,32,30,31.28,94.05,synth
200069825,2.02E+13,39.62,334.4,-22.5,3.724,3.705,42,34,20.52,61.71,synth
200069826,2.02E+13,52.77,336.9,-22.5,3.752,3.726,34,27,22.33,67.15,synth
200069827,2.02E+13,22.19,327.8,-73.70001,3.664,3.631,34,32,9.13,27.45,synth
200069828,2.02E+13,35.38,329.6,-22.5,3.668,3.655,37,34,14.05,42.26,synth
200069829,2.02E+13,72.53,358.2,-22.5,3.986,3.957,32,29,33.88,101.85,synth
200069830,2.02E+13,46.08,334.1,-22.5,3.72,3.701,42,36,20.14,60.56,synth
200069831,2.02E+13,33.68,331.9,-22.5,3.695,3.68,35,36,17.77,53.43,synth
200069832,2.02E+13,72.42,355.7,-22.5,3.958,3.929,37,36,32.55,97.87,synth
200069833,2.02E+13,55.35,333.9,-22.5,3.718,3.7,33,38,20.07,60.35,synth
200069834,2.02E+13,66.71,345.8,-22.5,3.849,3.821,32,37,27.33,82.16,synth
200069835,2.02E+13,39.88,338.2,-22.5,3.766,3.737,35,35,23.07,69.35,synth
200069836,2.02E+13,50.20,332.5,-22.5,3.704,3.687,38,33,18.66,56.11,synth
200069837,2.02E+13,56.00,354.9,-22.5,3.951,3.922,39,39,32.25,96.96,synth
200069838,2.02E+13,23.27,329.1,-22.5,3.664,3.653,38,33,13.51,40.62,synth
200069839,2.02E+13,35.84,332.8,-22.5,3.706,3.69,40,28,18.92,56.89,synth
200069840,2.02E+13,55.48,341.4,-22.5,3.804,3.775,33,33,24.96,75.05,synth
200069841,2.02E+13,74.69,350.8,-22.5,3.904,3.876,36,34,30.02,90.25999,synth
200069842,2.02E+13,28.95,329.7,-22.5,3.671,3.658,28,36,14.43,43.39,synth
200069843,2.02E+13,62.95,341.1,-22.5,3.798,3.771,34,32,24.71,74.31,synth
200069844,2.02E+13,38.13,336.6,-22.5,3.747,3.723,29,33,22.13,66.54,synth
200069845,2.02E+13,39.12,329.9,-22.5,3.674,3.661,37,29,14.92,44.84,synth
200069846,2.02E+13,63.79,346.8,-22.5,3.86,3.832,30,37,27.88,83.82,synth
200069847,2.02E+13,26.45,328.2,-22.5,3.654,3.641,38,31,11.57,34.8,synth
200069848,2.02E+13,54.46,334.7,-22.5,3.727,3.707,35,36,20.77,62.44,synth
200069849,2.02E+13,14.42,325,-22.5,3.621,3.603,29,25,7.75,23.3,synth
200069850,2.02E+13,52.64,333.3,-22.5,3.71,3.693,29,37,19.32,58.07,synth
200069851,2.02E+13,16.57,324.7,-22.5,3.617,3.597,36,34,7.51,22.56,synth
200069852,2.02E+13,16.67,325.2,-22.5,3.622,3.604,37,26,7.87,23.65,synth
200069853,2.02E+13,21.30,328,-22.5,3.651,3.639,29,31,11.23,33.77,synth
200069854,2.02E+13,62.84,354.7,-22.5,3.948,3.919,40,30,32.1,96.52,synth
200069855,2.02E+13,42.11,341.8,-22.5,3.806,3.778,30,33,25.14,75.57,synth
200069856,2.02E+13,33.85,328.5,-22.5,3.659,3.646,33,28,12.47,37.49,synth
200069857,2.02E+13,20.66,325.8,-22.5,3.63,3.611,38,32,8.34,25.08,synth
200069858,2.02E+13,23.02,326.3,-22.5,3.635,3.618,30,34,8.76,26.36,synth
200069859,2.02E+13,25.29,329.9,-22.5,3.673,3.66,29,31,14.87,44.69,synth
200069860,2.02E+13,16.07,326.1,-22.5,3.633,3.615,31,29,8.59,25.84,synth
200069861,2.02E+13,80.27,352.4,-22.5,3.922,3.893,41,31,30.86,92.77,synth
200069862,2.02E+13,39.49,338,-22.5,3.764,3.735,29,30,22.94,68.97,synth
200069863,2.02E+13,27.92,328.6,-22.5,3.66,3.647,27,31,12.64,38.01,synth
200069864,2.02E+13,64.36,347.8,-22.5,3.871,3.844,44,34,28.41,85.43,synth
200069865,2.02E+13,70.67,358,-22.5,3.984,3.954,35,37,33.76,101.5,synth
200069866,2.02E+13,30.15,331.4,-22.5,3.69,3.676,32,34,17.16,51.59,synth
200069867,2.02E+13,29.17,330.2,-22.5,3.676,3.664,32,28,15.29,45.97,synth
200069868,2.02E+13,30.56,328.3,-22.5,3.657,3.644,36,27,12.13,36.46,synth
200069869,2.02E+13,56.60,358.6,-22.5,3.992,3.963,40,38,34.14,102.61,synth
200069870,2.02E+13,20.91,326.6,-22.5,3.637,3.622,36,31,9.09,27.32,synth
200069871,2.02E+13,51.43,344.6,-22.5,3.837,3.809,42,28,26.73,80.36,synth
200069872,2.02E+13,72.77,352.4,-22.5,3.922,3.894,37,32,30.87,92.82,synth
200069873,2.02E+13,38.21,336.6,-22.5,3.747,3.723,34,31,22.13,66.54,synth
200069874,2.02E+13,62.92,346.3,-22.5,3.854,3.827,38,34,27.61,83,synth
200069875,2.02E+13,33.94,328.6,-22.5,3.66,3.647,35,28,12.61,37.91,synth
200069876,2.02E+13,54.32,348.5,-22.5,3.878,3.85,43,34,28.77,86.50999,synth
200069877,2.02E+13,40.02,336.6,-22.5,3.747,3.723,29,35,22.13,66.54,synth
200069878,2.02E+13,82.58,356.6,-22.5,3.968,3.939,39,41,33.03,99.3,synth
200069879,2.02E+13,32.34,329.2,-22.5,3.665,3.653,33,32,13.64,41.01,synth
200069880,2.02E+13,83.04,354.9,-22.5,3.95,3.921,43,32,32.22,96.86,synth
200069881,2.02E+13,62.60,351,-22.5,3.907,3.878,43,31,30.13,90.57999,synth
200069882,2.02E+13,22.06,327.5,-22.5,3.647,3.634,34,28,10.43,31.38,synth
200069883,2.02E+13,44.88,334.1,-22.5,3.72,3.702,31,39,20.19,60.72,synth
200069884,2.02E+13,54.40,337.2,-22.5,3.756,3.729,40,29,22.56,67.82,synth
200069885,2.02E+13,46.80,341.3,-22.5,3.8,3.772,30,33,24.81,74.57,synth
200069886,2.02E+13,55.50,352.5,-22.5,3.924,3.896,37,29,30.98,93.14,synth
200069887,2.02E+13,30.96,331.7,-22.5,3.692,3.679,30,31,17.46,52.5,synth
200069888,2.02E+13,28.99,328.2,-22.5,3.654,3.642,26,32,11.7,35.2,synth
200069889,2.02E+13,75.24,354.4,-22.5,3.945,3.916,38,28,31.95,96.05,synth
200069890,2.02E+13,54.78,335.3,-22.5,3.734,3.713,35,30,21.26,63.94,synth
200069891,2.02E+13,29.84,327.8,-22.5,3.651,3.638,28,30,11.17,33.6,synth
200069892,2.02E+13,52.76,342.2,-22.5,3.81,3.783,29,31,25.39,76.32,synth
200069893,2.02E+13,20.93,326.1,-22.5,3.632,3.613,28,30,8.48,25.49,synth
200069894,2.02E+13,67.74,350.7,-22.5,3.903,3.875,37,31,29.96,90.06,synth
200069895,2.02E+13,43.56,332.5,-22.5,3.704,3.687,31,38,18.58,55.86,synth
200069896,2.02E+13,15.47,325.7,-22.5,3.628,3.61,32,33,8.2,24.68,synth
200069897,2.02E+13,59.44,339.6,-22.5,3.781,3.751,36,28,23.76,71.43,synth
200069898,2.02E+13,56.55,356.3,-22.5,3.965,3.936,43,34,32.9,98.91,synth
200069899,2.02E+13,33.76,329.7,-22.5,3.671,3.657,29,28,14.47,43.51,synth
200069900,2.02E+13,50.25,339.7,-22.5,3.783,3.754,40,28,23.89,71.81,synth
200069901,2.02E+13,55.99,349.9,-22.5,3.894,3.866,36,39,29.5,88.68999,synth
200069902,2.02E+13,38.51,329.9,-22.5,3.673,3.66,33,29,14.77,44.42,synth
200069903,2.02E+13,14.27,325.3,-22.5,3.624,3.607,28,36,7.97,23.97,synth
200069904,2.02E+13,19.81,326.9,-22.5,3.639,3.625,39,36,9.429999,28.35,synth
200069905,2.02E+13,18.91,326.6,-22.5,3.636,3.621,38,34,9.05,27.22,synth
200069906,2.02E+13,48.45,332.4,-22.5,3.701,3.685,41,39,18.46,55.49,synth
200069907,2.02E+13,17.08,326,-22.5,3.63,3.612,38,28,8.37,25.17,synth
200069908,2.02E+13,56.62,349.6,-22.5,3.891,3.862,35,31,29.35,88.24,synth
200069909,2.02E+13,28.74,329.2,-22.5,3.664,3.653,33,31,13.49,40.55,synth
200069910,2.02E+13,30.21,328,-22.5,3.651,3.639,37,26,11.29,33.97,synth
200069911,2.02E+13,30.70,332.2,-22.5,3.7,3.684,38,30,18.24,54.86,synth
200069912,2.02E+13,49.58,340.7,-22.5,3.794,3.765,34,36,24.43,73.46,synth
200069913,2.02E+13,54.20,341.8,-22.5,3.805,3.779,41,40,25.1,75.47,synth
200069914,2.02E+13,18.08,324.2,-22.5,3.611,3.592,39,34,7.2,21.65,synth
200069915,2.02E+13,16.02,324.2,-22.5,3.611,3.592,30,36,7.2,21.65,synth
200069916,2.02E+13,66.45,350.2,-22.5,3.897,3.87,30,33,29.7,89.3,synth
200069917,2.02E+13,40.09,334.6,-22.5,3.724,3.704,37,32,20.54,61.76,synth
200069918,2.02E+13,53.61,352.1,-22.5,3.92,3.892,38,34,30.74,92.43,synth
200069919,2.02E+13,48.45,332.1,-22.5,3.697,3.682,40,32,17.96,53.99,synth
200069920,2.02E+13,77.75,355.8,-22.5,3.961,3.931,35,32,32.68,98.24,synth
200069921,2.02E+13,34.92,332.7,-22.5,3.703,3.687,36,28,18.65,56.06,synth
200069922,2.02E+13,41.84,338.5,-22.5,3.77,3.74,33,37,23.21,69.79,synth
200069923,2.02E+13,37.64,331,-22.5,3.685,3.671,35,34,16.5,49.62,synth
200069924,2.02E+13,21.23,326.9,-22.5,3.64,3.626,31,27,9.53,28.65,synth
200069925,2.02E+13,65.79,354.7,-22.5,3.947,3.918,31,29,32.07,96.4,synth
200069926,2.02E+13,23.18,329.1,-22.5,3.664,3.652,40,38,13.47,40.5,synth
200069927,2.02E+13,34.97,328.9,-22.5,3.663,3.649,33,32,13.02,39.15,synth
200069928,2.02E+13,62.39,338.5,-22.5,3.77,3.74,33,27,23.21,69.79,synth
200069929,2.02E+13,46.43,331.3,-22.5,3.688,3.673,41,30,16.83,50.61,synth
200069930,2.02E+13,31.28,329.9,-22.5,3.673,3.66,34,26,14.71,44.23,synth
200069931,2.02E+13,34.74,333.6,-22.5,3.714,3.697,41,35,19.75,59.36,synth
200069932,2.02E+13,78.62,355.5,-22.5,3.957,3.928,33,38,32.53,97.77,synth
200069933,2.02E+13,38.10,329.6,-22.5,3.67,3.658,38,27,14.28,42.93,synth
200069934,2.02E+13,54.13,351.1,-22.5,3.907,3.879,31,41,30.15,90.63,synth
200069935,2.02E+13,38.68,336.9,-22.5,3.753,3.727,31,31,22.41,67.36,synth
200069936,2.02E+13,62.03,351,-22.5,3.907,3.878,32,28,30.13,90.57999,synth
200069937,2.02E+13,65.18,349.6,-22.5,3.891,3.864,32,28,29.38,88.34,synth
200069938,2.02E+13,77.44,349.4,-22.5,3.889,3.86,40,41,29.27,87.98,synth
200069939,2.02E+13,40.86,334.1,-22.5,3.721,3.702,40,37,20.25,60.88,synth
200069940,2.02E+13,13.50,325.2,-22.5,3.622,3.604,27,31,7.87,23.65,synth
200069941,2.02E+13,14.22,324.9,-22.5,3.619,3.6,27,25,7.66,23.03,synth
200069942,2.02E+13,38.51,332.5,-22.5,3.702,3.687,32,37,18.56,55.81,synth
200069943,2.02E+13,44.21,343.8,-22.5,3.827,3.8,32,35,26.25,78.93,synth
200069944,2.02E+13,39.93,335.8,-22.5,3.74,3.718,33,30,21.72,65.32,synth
200069945,2.02E+13,43.85,342.5,-22.5,3.814,3.787,36,36,25.58,76.89,synth
200069946,2.02E+13,81.58,351.8,-22.5,3.915,3.887,37,37,30.54,91.81,synth
200069947,2.02E+13,51.81,342.2,-22.5,3.81,3.783,34,39,25.35,76.2,synth
200069948,2.02E+13,28.09,329.7,-22.5,3.672,3.659,38,25,14.54,43.71,synth
200069949,2.02E+13,28.85,328.2,-22.5,3.653,3.642,34,36,11.65,35.05,synth
200069950,2.02E+13,41.43,331.3,-22.5,3.689,3.675,29,32,16.98,51.06,synth
200069951,2.02E+13,25.74,328,-22.5,3.651,3.639,35,28,11.27,33.87,synth
200069952,2.02E+13,74.21,345.2,-22.5,3.843,3.815,32,31,27.02,81.22,synth
200069953,2.02E+13,38.13,334.1,-22.5,3.72,3.701,41,30,20.18,60.66,synth
200069954,2.02E+13,55.26,346,-22.5,3.851,3.823,39,29,27.42,82.43999,synth
200069955,2.02E+13,55.71,345.8,-22.5,3.849,3.821,35,33,27.33,82.16,synth
200069956,2.02E+13,69.41,353.5,-22.5,3.933,3.904,40,38,31.42,94.45,synth
200069957,2.02E+13,72.95,348.3,-22.5,3.877,3.849,35,40,28.67,86.21,synth
200069958,2.02E+13,54.29,334.2,-22.5,3.722,3.703,36,32,20.31,61.07,synth
200069959,2.02E+13,68.77,346.8,-22.5,3.861,3.834,34,41,27.91,83.92,synth
200069960,2.02E+13,74.01,355.8,-22.5,3.961,3.931,37,29,32.68,98.24,synth
200069961,2.02E+13,26.19,327.7,-22.5,3.65,3.637,34,29,10.93,32.89,synth
200069962,2.02E+13,41.23,330.8,-22.5,3.684,3.67,38,34,16.33,49.11,synth
200069963,2.02E+13,51.49,338.9,-22.5,3.775,3.744,36,38,23.46,70.53,synth
200069964,2.02E+13,65.63,341.1,-22.5,3.796,3.769,34,27,24.65,74.11,synth
200069965,2.02E+13,33.18,331.7,-22.5,3.694,3.679,40,36,17.67,53.12,synth
200069966,2.02E+13,57.38,352.1,-22.5,3.919,3.89,30,41,30.73,92.38,synth
200069967,2.02E+13,61.77,357.4,-22.5,3.977,3.948,30,35,33.44,100.53,synth
200069968,2.02E+13,50.81,339.1,-22.5,3.776,3.746,38,39,23.55,70.8,synth
200069969,2.02E+13,69.28,351.1,-22.5,3.908,3.88,36,30,30.2,90.82,synth
200069970,2.02E+13,71.25,353.8,-22.5,3.937,3.908,40,32,31.59,94.99,synth
200069971,2.02E+13,55.51,356.6,-22.5,3.969,3.94,40,34,33.08,99.46,synth
200069972,2.02E+13,42.66,330.3,-22.5,3.679,3.666,30,37,15.56,46.8,synth
200069973,2.02E+13,69.09,345.8,-22.5,3.849,3.821,39,40,27.33,82.16,synth
200069974,2.02E+13,40.55,333.3,-22.5,3.711,3.693,41,33,19.35,58.17,synth
200069975,2.02E+13,60.62,341.3,-22.5,3.799,3.771,40,30,24.77,74.47,synth
200069976,2.02E+13,74.44,349.7,-22.5,3.892,3.863,33,31,29.4,88.39,synth
200069977,2.02E+13,65.29,342.8,-22.5,3.818,3.791,44,36,25.78,77.5,synth
200069978,2.02E+13,27.21,327.4,-22.5,3.645,3.632,35,31,10.23,30.76,synth
200069979,2.02E+13,60.37,336.6,-22.5,3.75,3.725,33,37,22.2,66.76,synth
200069980,2.02E+13,60.80,347.5,-22.5,3.868,3.84,36,29,28.29,85.03,synth
200069981,2.02E+13,49.89,347.1,-22.5,3.863,3.836,40,36,28.05,84.31,synth
200069982,2.02E+13,55.86,350.3,-22.5,3.9,3.871,36,39,29.79,89.55,synth
200069983,2.02E+13,66.21,349.1,-22.5,3.887,3.858,34,37,29.15,87.63,synth
200069984,2.02E+13,51.28,335.3,-22.5,3.734,3.713,38,38,21.33,64.14,synth
200069985,2.02E+13,40.42,332.4,-22.5,3.701,3.685,36,35,18.46,55.49,synth
200069986,2.02E+13,62.77,341.6,-22.5,3.804,3.776,40,27,25,75.15,synth
200069987,2.02E+13,42.42,341,-22.5,3.797,3.768,31,38,24.6,73.93999,synth
200069988,2.02E+13,12.53,323.8,-22.5,3.606,3.587,35,30,7.03,21.14,synth
200069989,2.02E+13,31.32,331.9,-22.5,3.695,3.68,40,36,17.77,53.43,synth
200069990,2.02E+13,54.17,349.1,-22.5,3.887,3.858,41,36,29.15,87.63,synth
200069991,2.02E+13,34.43,328.6,-22.5,3.658,3.647,38,29,12.49,37.56,synth
200069992,2.02E+13,38.58,333,-22.5,3.706,3.69,30,33,18.97,57.04,synth
200069993,2.02E+13,26.90,328.6,-22.5,3.66,3.647,30,34,12.62,37.96,synth
200069994,2.02E+13,80.73,351.9,-22.5,3.917,3.888,31,36,30.62,92.06,synth
200069995,2.02E+13,69.83,344.6,-22.5,3.836,3.809,29,30,26.7,80.25999,synth
200069996,2.02E+13,40.17,330.8,-22.5,3.684,3.671,28,37,16.28,48.96,synth
200069997,2.02E+13,37.65,329.9,-22.5,3.672,3.659,34,36,14.67,44.13,synth
200069998,2.02E+13,53.40,337.5,-22.5,3.759,3.731,40,34,22.69,68.21,synth
200069999,2.02E+13,20.11,326.9,-22.5,3.64,3.627,27,26,9.599999,28.87,synth
200070000,2.02E+13,27.89,330.5,-22.5,3.679,3.665,35,34,15.64,47,synth
200070001,2.02E+13,28.56,329.2,-22.5,3.666,3.654,34,35,13.69,41.18,synth
200070002,2.02E+13,88.01,356,-22.5,3.962,3.933,34,28,32.76,98.49,synth
200070003,2.02E+13,43.74,337.2,-22.5,3.757,3.729,40,37,22.6,67.95,synth
200070004,2.02E+13,24.07,327.2,-22.5,3.644,3.631,30,33,10.06,30.25,synth
200070005,2.02E+13,21.03,327.4,-22.5,3.646,3.634,27,28,10.42,31.33,synth
200070006,2.02E+13,23.42,328.9,-22.5,3.662,3.651,39,31,13.08,39.32,synth
200070007,2.02E+13,42.04,334.4,-22.5,3.724,3.704,40,35,20.43,61.41,synth
200070008,2.02E+13,61.97,354.1,-22.5,3.94,3.912,42,38,31.76,95.48,synth
200070009,2.02E+13,63.56,341.8,-22.5,3.805,3.778,30,37,25.07,75.37,synth
200070010,2.02E+13,49.64,333.2,-22.5,3.708,3.692,29,30,19.16,57.6,synth
200070011,2.02E+13,37.54,331.9,-22.5,3.695,3.68,34,29,17.72,53.28,synth
200070012,2.02E+13,43.32,343,-22.5,3.819,3.792,40,40,25.83,77.65,synth
200070013,2.02E+13,41.56,331.3,-22.5,3.688,3.674,41,38,16.86,50.7,synth
200070014,2.02E+13,21.14,327.8,-22.5,3.65,3.638,27,24,11.01,33.09,synth
200070015,2.02E+13,61.36,337.1,-22.5,3.755,3.728,30,40,22.46,67.51,synth
200070016,2.02E+13,50.32,351.3,-22.5,3.91,3.881,41,30,30.25,90.96,synth
200070017,2.02E+13,61.02,352.7,-22.5,3.925,3.898,31,38,31.05,93.34,synth
200070018,2.02E+13,39.59,335.3,-22.5,3.734,3.713,33,38,21.33,64.14,synth
200070019,2.02E+13,16.80,326.6,-22.5,3.637,3.621,26,28,9.07,27.27,synth
200070020,2.02E+13,46.03,338,-22.5,3.765,3.735,31,39,22.96,69.02,synth
200070021,2.02E+13,69.01,348.5,-22.5,3.879,3.851,35,37,28.79,86.56,synth
200070022,2.02E+13,35.94,329.2,-22.5,3.665,3.653,35,35,13.57,40.82,synth
200070023,2.02E+13,60.29,354.7,-22.5,3.948,3.919,32,39,32.12,96.57,synth
200070024,2.02E+13,24.69,329.7,-22.5,3.67,3.657,31,27,14.4,43.29,synth
200070025,2.02E+13,27.30,327.2,-22.5,3.643,3.631,28,29,9.98,30,synth
200070026,2.02E+13,69.90,344.9,-22.5,3.838,3.81,32,29,26.8,80.57,synth
200070027,2.02E+13,35.67,332.7,-22.5,3.704,3.689,38,33,18.77,56.42,synth
200070028,2.02E+13,20.96,328.5,-22.5,3.657,3.645,34,28,12.24,36.81,synth
200070029,2.02E+13,28.42,328,-22.5,3.651,3.639,35,26,11.23,33.77,synth
200070030,2.02E+13,53.41,341.8,-22.5,3.805,3.776,32,30,25.05,75.32,synth
200070031,2.02E+13,48.03,340.5,-22.5,3.791,3.762,40,31,24.31,73.09,synth
200070032,2.02E+13,22.54,328.8,-22.5,3.661,3.648,31,31,12.78,38.43,synth
200070033,2.02E+13,39.12,338,-22.5,3.765,3.735,40,28,22.96,69.02,synth
200070034,2.02E+13,35.97,333.9,-22.5,3.718,3.7,41,33,20.06,60.31,synth
200070035,2.02E+13,60.65,358,-22.5,3.984,3.954,34,37,33.76,101.5,synth
200070036,2.02E+13,42.97,342.2,-22.5,3.81,3.783,38,29,25.36,76.25,synth
200070037,2.02E+13,81.12,350.7,-22.5,3.903,3.875,33,37,29.96,90.06,synth
200070038,2.02E+13,74.24,348.6,-22.5,3.881,3.852,42,34,28.84,86.71,synth
200070039,2.02E+13,35.56,332.2,-22.5,3.697,3.682,33,26,18.01,54.15,synth
200070040,2.02E+13,76.25,358.3,-22.5,3.988,3.958,33,29,33.93,102,synth
